sentence;arg1;rel;arg2;gold;pred;score;pattern_ud;subj_deprel;obj_deprel
Henrique III reconstruiu a abadia em homenagem a um santo real, Eduardo, o Confessor, cujas relíquias foram colocadas em um santuário em o santuário.;cujas relíquias;foram colocadas em;em o santuário;0;1;;verb+nary-split;nsubj:pass;obl
Henrique III reconstruiu a abadia em homenagem a um santo real, Eduardo, o Confessor, cujas relíquias foram colocadas em um santuário em o santuário.;cujas relíquias;foram colocadas em;um santuário;0;1;;verb+nary-split;nsubj:pass;obl
Henrique III reconstruiu a abadia em homenagem a um santo real, Eduardo, o Confessor, cujas relíquias foram colocadas em um santuário em o santuário.;Henrique III;reconstruiu;a abadia em homenagem a um santo real;1;0;0.0;unknown;;
Henrique III reconstruiu a abadia em homenagem a um santo real, Eduardo, o Confessor, cujas relíquias foram colocadas em um santuário em o santuário.;relíquias;foram;colocadas em um santuário;1;0;0.0;unknown;;
Henrique III reconstruiu a abadia em homenagem a um santo real, Eduardo, o Confessor, cujas relíquias foram colocadas em um santuário em o santuário.;relíquias;foram colocadas em;um santuário;1;0;0.0;unknown;;
A Abadia de Westminster, formalmente denominada Igreja Colegiada de São Pedro em Westminster, é uma grande igreja de a abadia, principalmente gótica, em a Cidade de Westminster, Londres, localizada a oeste de o Palácio de Westminster.;A Abadia de Westminster;é;igreja;0;1;;cop;nsubj;root
A Abadia de Westminster, formalmente denominada Igreja Colegiada de São Pedro em Westminster, é uma grande igreja de a abadia, principalmente gótica, em a Cidade de Westminster, Londres, localizada a oeste de o Palácio de Westminster.;A Abadia de Westminster;é;uma grande igreja abadia Cidade;0;1;;cop;nsubj;root
A Abadia de Westminster, formalmente denominada Igreja Colegiada de São Pedro em Westminster, é uma grande igreja de a abadia, principalmente gótica, em a Cidade de Westminster, Londres, localizada a oeste de o Palácio de Westminster.;A Abadia de Westminster;é;uma grande igreja de a abadia;1;0;0.0;unknown;;
Uma parte de o instrumento, o órgão celestial, não está atualmente conectada ou reproduzível.;Uma parte de o instrumento;está;conectada;0;1;;cop;nsubj;root
Uma parte de o instrumento, o órgão celestial, não está atualmente conectada ou reproduzível.;Uma parte de o instrumento;está;atualmente conectada;0;1;;cop;nsubj;root
Uma parte de o instrumento, o órgão celestial, não está atualmente conectada ou reproduzível.;Uma parte de o instrumento;não está;atualmente conectada ou reproduzível;1;0;0.0;unknown;;
Atualmente, o nome completo de o governo de Nanjing é Governo Popular de a Cidade de Nanjing e a cidade está sujeita a o regime de partido único de o CPC, com o Secretário de o Comitê de o CPC Nanjing como governador de fato de a cidade e de o prefeito como chefe executivo de o governo que trabalha sob o secretário.;o nome completo de o governo de Nanjing;é;Governo;0;1;;cop;nsubj;root
Atualmente, o nome completo de o governo de Nanjing é Governo Popular de a Cidade de Nanjing e a cidade está sujeita a o regime de partido único de o CPC, com o Secretário de o Comitê de o CPC Nanjing como governador de fato de a cidade e de o prefeito como chefe executivo de o governo que trabalha sob o secretário.;o nome completo de o governo de Nanjing;é;Atualmente Governo Popular Cidade;0;1;;cop;nsubj;root
Atualmente, o nome completo de o governo de Nanjing é Governo Popular de a Cidade de Nanjing e a cidade está sujeita a o regime de partido único de o CPC, com o Secretário de o Comitê de o CPC Nanjing como governador de fato de a cidade e de o prefeito como chefe executivo de o governo que trabalha sob o secretário.;a cidade;está;sujeita;0;1;;cop;nsubj;conj
Atualmente, o nome completo de o governo de Nanjing é Governo Popular de a Cidade de Nanjing e a cidade está sujeita a o regime de partido único de o CPC, com o Secretário de o Comitê de o CPC Nanjing como governador de fato de a cidade e de o prefeito como chefe executivo de o governo que trabalha sob o secretário.;o nome completo de o governo de Nanjing;é;Governo Popular de a Cidade de Nanjing;1;0;0.0;unknown;;
Atualmente, o nome completo de o governo de Nanjing é Governo Popular de a Cidade de Nanjing e a cidade está sujeita a o regime de partido único de o CPC, com o Secretário de o Comitê de o CPC Nanjing como governador de fato de a cidade e de o prefeito como chefe executivo de o governo que trabalha sob o secretário.;a Cidade;está;sujeita a o regime de partido único de o CPC;1;0;0.0;unknown;;
Atualmente, o nome completo de o governo de Nanjing é Governo Popular de a Cidade de Nanjing e a cidade está sujeita a o regime de partido único de o CPC, com o Secretário de o Comitê de o CPC Nanjing como governador de fato de a cidade e de o prefeito como chefe executivo de o governo que trabalha sob o secretário.;a Cidade;está sujeita a;o regime de partido único de o CPC;1;0;0.0;unknown;;
Na fronteira ocidental, fica a Província de Anhui, onde Nanjing faz fronteira com cinco cidades em o nível de a prefeitura, Chuzhou a noroeste, Wuhu, Chaohu e Maanshan a oeste e Xuancheng a sudoeste.;Nanjing;faz;fronteira com cinco cidades em o nível de a prefeitura;1;0;0.0;unknown;;
Na fronteira ocidental, fica a Província de Anhui, onde Nanjing faz fronteira com cinco cidades em o nível de a prefeitura, Chuzhou a noroeste, Wuhu, Chaohu e Maanshan a oeste e Xuancheng a sudoeste.;Nanjing;faz fronteira com;cinco cidades em o nível de a prefeitura;1;0;0.0;unknown;;
Hoje, com uma longa tradição cultural e forte apoio de instituições educacionais locais, Nanjing é comumente vista como uma cidade de a cultura e uma de as cidades mais agradáveis para se viver em a China.;Nanjing;com é vista;uma longa tradição cultural e forte apoio de instituições educacionais locais;0;1;;aux:pass;nsubj:pass;obl
Hoje, com uma longa tradição cultural e forte apoio de instituições educacionais locais, Nanjing é comumente vista como uma cidade de a cultura e uma de as cidades mais agradáveis para se viver em a China.;Nanjing;é;comumente vista como uma cidade de a cultura;1;0;0.0;unknown;;
Hoje, com uma longa tradição cultural e forte apoio de instituições educacionais locais, Nanjing é comumente vista como uma cidade de a cultura e uma de as cidades mais agradáveis para se viver em a China.;Nanjing;é comumente vista como;uma cidade de a cultura;1;0;0.0;unknown;;
A Ópera Kun em a província de Jiangsu é um de os melhores teatros de Kunqu, a mais antiga arte de palco de a China.;A Ópera Kun em a província de Jiangsu;é;um;0;1;;cop;nsubj;root
A Ópera Kun em a província de Jiangsu é um de os melhores teatros de Kunqu, a mais antiga arte de palco de a China.;A Ópera Kun em a província de Jiangsu;é;um teatros;0;1;;cop;nsubj;root
A Ópera Kun em a província de Jiangsu é um de os melhores teatros de Kunqu, a mais antiga arte de palco de a China.;A Ópera Kun em a província de Jiangsu;é;um de os melhores teatros de Kunqu;1;0;0.0;unknown;;
E as pessoas são até chamadas de Nanjing rabanete grande, o que significa que não são sofisticadas, apaixonadas e conservadoras.;as pessoas;são chamadas de;Nanjing rabanete grande;0;1;;aux:pass;nsubj:pass;obl
E as pessoas são até chamadas de Nanjing rabanete grande, o que significa que não são sofisticadas, apaixonadas e conservadoras.;que;significa;que não sofisticadas;0;1;;verb+ccomp;nsubj;ccomp
E as pessoas são até chamadas de Nanjing rabanete grande, o que significa que não são sofisticadas, apaixonadas e conservadoras.;as pessoas;são até;chamadas de Nanjing rabanete grande;1;0;0.0;unknown;;
E as pessoas são até chamadas de Nanjing rabanete grande, o que significa que não são sofisticadas, apaixonadas e conservadoras.;as pessoas;são;chamadas de Nanjing rabanete grande;1;0;0.0;unknown;;
E as pessoas são até chamadas de rabanete grande de Nanjing, o que significa que são não-sofisticadas, emotivas e conservadoras.;as pessoas;são chamadas de;rabanete grande de Nanjing;0;1;;verb+obj;nsubj:pass;obj
E as pessoas são até chamadas de rabanete grande de Nanjing, o que significa que são não-sofisticadas, emotivas e conservadoras.;que;significa;que não-sofisticadas;0;1;;verb+ccomp;nsubj;ccomp
E as pessoas são até chamadas de rabanete grande de Nanjing, o que significa que são não-sofisticadas, emotivas e conservadoras.;as pessoas;são até chamadas de;rabanete grande de Nanjing;1;0;0.0;unknown;;
Uma de as fontes mais interessantes é a Kindlifresserbrunnen (alemão de Bernese fonte de comensal de as crianças, mas muitas vezes traduzida como fonte de ogro), que se afirma representar um judeu, o deus grego Chronos ou uma figura Fastnacht que assusta crianças desobedientes.;Uma de as fontes interessantes;é;Kindlifresserbrunnen;0;1;;cop;nsubj;root
Uma de as fontes mais interessantes é a Kindlifresserbrunnen (alemão de Bernese fonte de comensal de as crianças, mas muitas vezes traduzida como fonte de ogro), que se afirma representar um judeu, o deus grego Chronos ou uma figura Fastnacht que assusta crianças desobedientes.;que;afirma;representar um judeu;0;1;;verb+xcomp;nsubj;xcomp
Uma de as fontes mais interessantes é a Kindlifresserbrunnen (alemão de Bernese fonte de comensal de as crianças, mas muitas vezes traduzida como fonte de ogro), que se afirma representar um judeu, o deus grego Chronos ou uma figura Fastnacht que assusta crianças desobedientes.;Uma de as fontes mais interessantes;é;a Kindlifresserbrunnen;1;0;0.0;unknown;;
Berna também é a capital de o Cantão de Berna, o segundo mais populoso de os cantões de a Suíça.;Berna;é;capital;0;1;;cop;nsubj;root
Berna também é a capital de o Cantão de Berna, o segundo mais populoso de os cantões de a Suíça.;Berna;é;a capital Cantão;0;1;;cop;nsubj;root
Berna também é a capital de o Cantão de Berna, o segundo mais populoso de os cantões de a Suíça.;Berna;também é;a capital de o Cantão de Berna;1;0;0.0;unknown;;
O funicular de Marzilibahn é, com 106 m de comprimento, a segunda ferrovia pública mais curta de a Europa depois de o Teleférico de Zagreb.;O funicular de Marzilibahn;é;a segunda ferrovia pública mais curta de a Europa;1;0;0.0;unknown;;
Em maio de 2008, os Arquivos Nacionais anunciaram um contrato de cinco anos para digitalizar os registros selecionados, incluindo a Coleção Federal de o Censo Federal de os EUA, de 1790 a 1930, as listas de passageiros de 1820 a 1960 e os rascunhos de os cartões de registro de a Primeira e de a Segunda Guerra Mundial.;os Arquivos Nacionais;anunciaram;um contrato de cinco anos;0;1;;verb+obj;nsubj;obj
Em maio de 2008, os Arquivos Nacionais anunciaram um contrato de cinco anos para digitalizar os registros selecionados, incluindo a Coleção Federal de o Censo Federal de os EUA, de 1790 a 1930, as listas de passageiros de 1820 a 1960 e os rascunhos de os cartões de registro de a Primeira e de a Segunda Guerra Mundial.;os Arquivos Nacionais;anunciaram;um contrato de cinco anos para digitalizar os registros selecionados;1;0;0.0;unknown;;
Em 16 de março de 2011, o cargueiro MS Oliva encalhou em a Ilha Nightingale, derramando toneladas de óleo combustível pesado em o oceano, deixando uma mancha de óleo ameaçando a população de a ilha de pinguins rockhopper.;o cargueiro;encalhou em;a Ilha Nightingale;0;1;;verb+obl;nsubj;obl
Em 16 de março de 2011, o cargueiro MS Oliva encalhou em a Ilha Nightingale, derramando toneladas de óleo combustível pesado em o oceano, deixando uma mancha de óleo ameaçando a população de a ilha de pinguins rockhopper.;o cargueiro MS Oliva;encalhou em;a Ilha Nightingale;1;0;0.0;unknown;;
A Ilha Nightingale não tem água fresca, então os pingüins foram transportados para Tristão de a Cunha para limpeza.;A Ilha Nightingale;não tem;água fresca;1;1;;verb+obj;nsubj;obj
A Ilha Nightingale não tem água fresca, então os pingüins foram transportados para Tristão de a Cunha para limpeza.;os pingüins;foram transportados para;Tristão de a Cunha para limpeza;0;1;;aux:pass;nsubj:pass;obl
A Ilha Nightingale não tem água fresca, então os pingüins foram transportados para Tristão de a Cunha para limpeza.;os pingüins;foram transportados para;Tristão de a Cunha para limpeza;0;1;;verb+obl;nsubj:pass;obl
O primeiro colono permanente foi Jonathan Lambert, de Salem, Massachusetts, Estados Unidos, que chegou às ilhas em Dezembro de 1810 com dois outros homens.;O primeiro colono permanente;foi;Jonathan;0;1;;cop;nsubj;root
O primeiro colono permanente foi Jonathan Lambert, de Salem, Massachusetts, Estados Unidos, que chegou às ilhas em Dezembro de 1810 com dois outros homens.;O primeiro colono permanente;foi;Jonathan Lambert Salem;0;1;;cop;nsubj;root
O primeiro colono permanente foi Jonathan Lambert, de Salem, Massachusetts, Estados Unidos, que chegou às ilhas em Dezembro de 1810 com dois outros homens.;O primeiro colono permanente;foi;Jonathan Lambert;1;0;0.0;unknown;;
Durante a Segunda Guerra Mundial, o Kansas foi uma de as 131 faculdades e universidades nacionais que participaram de o Programa de Treinamento V-12 Navy College, que ofereceu a os alunos o caminho para uma comissão de a Marinha.;o Kansas;foi;uma;0;1;;cop;nsubj;root
Durante a Segunda Guerra Mundial, o Kansas foi uma de as 131 faculdades e universidades nacionais que participaram de o Programa de Treinamento V-12 Navy College, que ofereceu a os alunos o caminho para uma comissão de a Marinha.;o Kansas;foi;Segunda uma faculdades;0;1;;cop;nsubj;root
Durante a Segunda Guerra Mundial, o Kansas foi uma de as 131 faculdades e universidades nacionais que participaram de o Programa de Treinamento V-12 Navy College, que ofereceu a os alunos o caminho para uma comissão de a Marinha.;o Kansas;foi;uma de as 131 faculdades e universidades nacionais que participaram de o Programa de Treinamento V-12 Navy College;1;0;0.0;unknown;;
A Escola de Negócios de a Universidade de o Kansas é uma escola pública de negócios localizada em o campus principal de a Universidade de o Kansas em Lawrence, Kansas.;A Escola de Negócios de a Universidade de o Kansas;é;escola;0;1;;cop;nsubj;root
A Escola de Negócios de a Universidade de o Kansas é uma escola pública de negócios localizada em o campus principal de a Universidade de o Kansas em Lawrence, Kansas.;A Escola de Negócios de a Universidade de o Kansas;é;uma escola pública negócios;0;1;;cop;nsubj;root
A Escola de Negócios de a Universidade de o Kansas é uma escola pública de negócios localizada em o campus principal de a Universidade de o Kansas em Lawrence, Kansas.;A Escola de Negócios de a Universidade de o Kansas;é;uma escola pública de negócios;1;0;0.0;unknown;;
A Escola de Engenharia KU é uma escola pública de engenharia credenciada por a ABET, localizada em o campus principal.;A Escola de Engenharia KU;é;escola;0;1;;cop;nsubj;root
A Escola de Engenharia KU é uma escola pública de engenharia credenciada por a ABET, localizada em o campus principal.;A Escola de Engenharia KU;é;uma escola pública engenharia;0;1;;cop;nsubj;root
A Escola de Engenharia KU é uma escola pública de engenharia credenciada por a ABET, localizada em o campus principal.;A Escola de Engenharia KU;é;uma escola pública de engenharia credenciada por a ABET;1;0;0.0;unknown;;
O departamento de computação acadêmica de a KU participou ativamente de a configuração de a Internet e é o desenvolvedor de o navegador de a Web baseado em texto de o Lynx.;O departamento de computação acadêmica de a KU;participou;ativamente de a configuração de a Internet;1;0;0.0;unknown;;
O departamento de computação acadêmica de a KU participou ativamente de a configuração de a Internet e é o desenvolvedor de o navegador de a Web baseado em texto de o Lynx.;O departamento de computação acadêmica de a KU;participou ativamente de;a configuração de a Internet;1;0;0.0;unknown;;
A KU Endowment foi fundada em 1891 como a primeira fundação de a América para uma universidade pública;A KU Endowment;foi fundada em;1891;1;1;;aux:pass;nsubj:pass;obl
A KU Endowment foi fundada em 1891 como a primeira fundação de a América para uma universidade pública;A KU Endowment;foi;fundada em 1891;1;0;0.0;unknown;;
Algumas formas de corrupção - agora chamadas de corrupção institucional - são diferenciadas de suborno e outros tipos de óbvios ganhos pessoais.;Algumas formas de corrupção;são diferenciadas de;suborno;1;1;;verb+obj[coord];nsubj:pass;obj
Algumas formas de corrupção - agora chamadas de corrupção institucional - são diferenciadas de suborno e outros tipos de óbvios ganhos pessoais.;Algumas formas de corrupção;são diferenciadas de;outros tipos de óbvios ganhos pessoais;0;1;;verb+obj[coord];nsubj:pass;obj
Algumas formas de corrupção - agora chamadas de corrupção institucional - são diferenciadas de suborno e outros tipos de óbvios ganhos pessoais.;Algumas formas de corrupção;são diferenciadas de;suborno e outros tipos de óbvios ganhos pessoais;0;1;;aux:pass;nsubj:pass;obj
Algumas formas de corrupção - agora chamadas de corrupção institucional - são diferenciadas de suborno e outros tipos de óbvios ganhos pessoais.;Algumas formas de corrupção;são;diferenciadas de suborno;1;0;0.0;unknown;;
No caso de a África, um de os fatores para esse comportamento foi a instabilidade política e o fato de que novos governos frequentemente confiscaram corrupticamente o governo anterior.;um de os fatores para esse comportamento;foi;instabilidade;0;1;;cop;nsubj;root
No caso de a África, um de os fatores para esse comportamento foi a instabilidade política e o fato de que novos governos frequentemente confiscaram corrupticamente o governo anterior.;um de os fatores para esse comportamento;foi caso a;instabilidade política;0;1;;cop;nsubj;root
No caso de a África, um de os fatores para esse comportamento foi a instabilidade política e o fato de que novos governos frequentemente confiscaram corrupticamente o governo anterior.;um de os fatores para esse comportamento;foi;caso a instabilidade política;0;1;;cop;nsubj;root
No caso de a África, um de os fatores para esse comportamento foi a instabilidade política e o fato de que novos governos frequentemente confiscaram corrupticamente o governo anterior.;um de os fatores para esse comportamento;foi;a instabilidade política;1;0;0.0;unknown;;
O termo é aplicado com mais freqüência a padrões regionais de fala, mas um dialeto também pode ser definido por outros fatores, como classe social.;O termo;é aplicado com;mais freqüência a padrões regionais de fala;0;1;;aux:pass;nsubj:pass;obl
O termo é aplicado com mais freqüência a padrões regionais de fala, mas um dialeto também pode ser definido por outros fatores, como classe social.;um dialeto;pode;também definido;0;1;;verb+xcomp;nsubj:pass;xcomp
O termo é aplicado com mais freqüência a padrões regionais de fala, mas um dialeto também pode ser definido por outros fatores, como classe social.;um dialeto;também pode;ser definido por outros fatores;1;0;0.0;unknown;;
O termo dialeto (de Latim dialectus, dialectos, de a palavra grega antiga διάλεκτος diálektos, discurso, de διά diá, através e λέγω legō, eu falo) é usado de duas maneiras distintas para se referir a dois tipos diferentes de fenômenos linguísticos.;O termo dialeto de Latim dialectus dialectos de a palavra grega antiga διάλεκτος diálektos discurso de διά diá e λέγω legō;é usado de;duas maneiras distintas;0;1;;aux:pass;nsubj:pass;obl
O termo dialeto (de Latim dialectus, dialectos, de a palavra grega antiga διάλεκτος diálektos, discurso, de διά diá, através e λέγω legō, eu falo) é usado de duas maneiras distintas para se referir a dois tipos diferentes de fenômenos linguísticos.;O termo dialeto;é;usado de duas maneiras distintas;1;0;0.0;unknown;;
O termo dialeto (de Latim dialectus, dialectos, de a palavra grega antiga διάλεκτος diálektos, discurso, de διά diá, através e λέγω legō, eu falo) é usado de duas maneiras distintas para se referir a dois tipos diferentes de fenômenos linguísticos.;O termo dialeto;é usado de;duas maneiras distintas;1;0;0.0;unknown;;
O termo música clássica não apareceu até o início de o século 19, em uma tentativa de canonizar distintamente o período de Johann Sebastian Bach a Beethoven como uma idade de ouro.;O termo música clássica;não apareceu em;em uma tentativa;0;1;;verb+obl;nsubj;obl
O termo música clássica não apareceu até o início de o século 19, em uma tentativa de canonizar distintamente o período de Johann Sebastian Bach a Beethoven como uma idade de ouro.;O termo música clássica;não apareceu até;o início de o século 19;1;1;;verb+nary-split;nsubj;obl
Menander Protector menciona um Daurentius (577-579) que matou um enviado avar de Khagan Bayan I. Os ávaros pediram a os eslavos que aceitassem a soberania de os ávaros, mas ele recusou e é relatado como dizendo Outros não conquistam nossa terra, conquistamos os deles - assim será sempre para nós;Menander Protector;menciona;um Daurentius;0;1;;verb+obj;nsubj;obj
Menander Protector menciona um Daurentius (577-579) que matou um enviado avar de Khagan Bayan I. Os ávaros pediram a os eslavos que aceitassem a soberania de os ávaros, mas ele recusou e é relatado como dizendo Outros não conquistam nossa terra, conquistamos os deles - assim será sempre para nós;Os ávaros;pediram a;os eslavos;0;1;;verb+obj;nsubj;obj
Menander Protector menciona um Daurentius (577-579) que matou um enviado avar de Khagan Bayan I. Os ávaros pediram a os eslavos que aceitassem a soberania de os ávaros, mas ele recusou e é relatado como dizendo Outros não conquistam nossa terra, conquistamos os deles - assim será sempre para nós;Outros;não conquistam;nossa terra;1;1;;verb+obj;nsubj;obj
Menander Protector menciona um Daurentius (577-579) que matou um enviado avar de Khagan Bayan I. Os ávaros pediram a os eslavos que aceitassem a soberania de os ávaros, mas ele recusou e é relatado como dizendo Outros não conquistam nossa terra, conquistamos os deles - assim será sempre para nós;Menander Protector;conquistamos;os deles;0;1;;verb+obj[conj];nsubj;obj
Menander Protector menciona um Daurentius (577-579) que matou um enviado avar de Khagan Bayan I. Os ávaros pediram a os eslavos que aceitassem a soberania de os ávaros, mas ele recusou e é relatado como dizendo Outros não conquistam nossa terra, conquistamos os deles - assim será sempre para nós;que;matou;um enviado avar;0;1;;verb+xcomp;nsubj;xcomp
Menander Protector menciona um Daurentius (577-579) que matou um enviado avar de Khagan Bayan I. Os ávaros pediram a os eslavos que aceitassem a soberania de os ávaros, mas ele recusou e é relatado como dizendo Outros não conquistam nossa terra, conquistamos os deles - assim será sempre para nós;Os ávaros;pediram;que aceitassem a soberania;0;1;;verb+ccomp;nsubj;ccomp
Menander Protector menciona um Daurentius (577-579) que matou um enviado avar de Khagan Bayan I. Os ávaros pediram a os eslavos que aceitassem a soberania de os ávaros, mas ele recusou e é relatado como dizendo Outros não conquistam nossa terra, conquistamos os deles - assim será sempre para nós;Os ávaros;pediram a;os eslavos que aceitassem a soberania de os ávaros;1;0;0.0;unknown;;
Por volta de o século VI, os eslavos apareceram em as fronteiras bizantinas em grandes números.;os eslavos;apareceram em;as fronteiras bizantinas;1;1;;verb+obl;nsubj;obl
Por volta de o século VI, os eslavos apareceram em as fronteiras bizantinas em grandes números.;os eslavos;apareceram em;em grandes números;0;1;;verb+obl;nsubj;obl
Por volta de o século VI, os eslavos apareceram em as fronteiras bizantinas em grandes números.;os eslavos;Por apareceram;volta de o século VI;0;1;;verb+nary-split;nsubj;obl
Por volta de o século VI, os eslavos apareceram em as fronteiras bizantinas em grandes números.;os eslavos;apareceram em;em grandes números;0;1;;verb+nary-split;nsubj;obl
Por volta de o século VI, os eslavos apareceram em as fronteiras bizantinas em grandes números.;os eslavos;apareceram em;as fronteiras bizantinas;1;1;;verb+nary-split;nsubj;obl
Por volta de o século VI, os eslavos apareceram em as fronteiras bizantinas em grandes números.;os eslavos;apareceram em;as fronteiras bizantinas em grandes números;1;0;0.0;unknown;;
O proto-eslavo, a suposta língua ancestral de todas as línguas eslavas, é um descendente de o proto-indo-europeu comum, através de um estágio balto-eslavo, em o qual desenvolveu numerosas isoglosses lexicais e morfofonológicas com as línguas bálticas.;O proto-eslavo;é;descendente;0;1;;cop;nsubj;root
O proto-eslavo, a suposta língua ancestral de todas as línguas eslavas, é um descendente de o proto-indo-europeu comum, através de um estágio balto-eslavo, em o qual desenvolveu numerosas isoglosses lexicais e morfofonológicas com as línguas bálticas.;O proto-eslavo;é;um descendente proto-indo-europeu através;0;1;;cop;nsubj;root
O proto-eslavo, a suposta língua ancestral de todas as línguas eslavas, é um descendente de o proto-indo-europeu comum, através de um estágio balto-eslavo, em o qual desenvolveu numerosas isoglosses lexicais e morfofonológicas com as línguas bálticas.;O proto-eslavo;é;um descendente de o proto-indo-europeu comum;1;0;0.0;unknown;;
Enquanto isso, outros apontaram que o sufixo -enin indica um homem de um certo lugar, que nesse caso deveria ser um lugar chamado Slova ou Slava, possivelmente um nome de rio.;o sufixo;indica;um homem de um certo lugar;0;1;;verb+obj;nsubj;obj
Enquanto isso, outros apontaram que o sufixo -enin indica um homem de um certo lugar, que nesse caso deveria ser um lugar chamado Slova ou Slava, possivelmente um nome de rio.;outros;apontaram;que o sufixo indica um homem;0;1;;verb+ccomp;nsubj;ccomp
Enquanto isso, outros apontaram que o sufixo -enin indica um homem de um certo lugar, que nesse caso deveria ser um lugar chamado Slova ou Slava, possivelmente um nome de rio.;que;deveria;um lugar;0;1;;verb+xcomp;nsubj;xcomp
Enquanto isso, outros apontaram que o sufixo -enin indica um homem de um certo lugar, que nesse caso deveria ser um lugar chamado Slova ou Slava, possivelmente um nome de rio.;o sufixo -enin;indica;um homem de um certo lugar;1;0;0.0;unknown;;
Enquanto isso, outros apontaram que o sufixo -enin indica um homem de um certo lugar, que nesse caso deveria ser um lugar chamado Slova ou Slava, possivelmente um nome de rio.;outros;apontaram;que o sufixo -enin indica um homem de um certo lugar;1;0;0.0;unknown;;
Os gorais de o sul de a Polônia e de o norte de a Eslováquia são parcialmente descendentes de os vlachs de língua românica que migraram para a região de os Séculos 14 a 17 e foram absorvidos por a população local.;Os gorais de o sul de a Polônia e de o norte de a Eslováquia;são;descendentes;0;1;;cop;nsubj;root
Os gorais de o sul de a Polônia e de o norte de a Eslováquia são parcialmente descendentes de os vlachs de língua românica que migraram para a região de os Séculos 14 a 17 e foram absorvidos por a população local.;Os gorais de o sul de a Polônia e de o norte de a Eslováquia;são;parcialmente descendentes;0;1;;cop;nsubj;root
Os gorais de o sul de a Polônia e de o norte de a Eslováquia são parcialmente descendentes de os vlachs de língua românica que migraram para a região de os Séculos 14 a 17 e foram absorvidos por a população local.;que;migraram para;a região de os Séculos 14 a 17;0;1;;verb+obl;nsubj;obl
Os gorais de o sul de a Polônia e de o norte de a Eslováquia são parcialmente descendentes de os vlachs de língua românica que migraram para a região de os Séculos 14 a 17 e foram absorvidos por a população local.;Os gorais de o sul de a Polônia e de o norte de a Eslováquia;são;parcialmente descendentes de os vlachs de língua românica;1;0;0.0;unknown;;
Josip Broz nasceu em 7 de maio de 1892 em Kumrovec, em a região croata de Hrvatsko Zagorje, em a Áustria-Hungria.;Josip Broz;nasceu em;em Kumrovec;0;1;;verb+obl;nsubj;obl
Josip Broz nasceu em 7 de maio de 1892 em Kumrovec, em a região croata de Hrvatsko Zagorje, em a Áustria-Hungria.;Josip Broz;nasceu em;em a região croata de Hrvatsko Zagorje;0;1;;verb+obl;nsubj;obl
Josip Broz nasceu em 7 de maio de 1892 em Kumrovec, em a região croata de Hrvatsko Zagorje, em a Áustria-Hungria.;Josip Broz;nasceu em;em a Áustria -Hungria;0;1;;verb+obl;nsubj;obl
Josip Broz nasceu em 7 de maio de 1892 em Kumrovec, em a região croata de Hrvatsko Zagorje, em a Áustria-Hungria.;Josip Broz;nasceu em;7 de maio de 1892;1;1;;verb+nary-split;nsubj;obl
Josip Broz nasceu em 7 de maio de 1892 em Kumrovec, em a região croata de Hrvatsko Zagorje, em a Áustria-Hungria.;Josip Broz;nasceu em;em a região croata de Hrvatsko Zagorje;0;1;;verb+nary-split;nsubj;obl
Josip Broz nasceu em 7 de maio de 1892 em Kumrovec, em a região croata de Hrvatsko Zagorje, em a Áustria-Hungria.;Josip Broz;nasceu em;em a Áustria -Hungria;0;1;;verb+nary-split;nsubj;obl
Josip Broz nasceu em 7 de maio de 1892 em Kumrovec, em a região croata de Hrvatsko Zagorje, em a Áustria-Hungria.;Josip Broz;nasceu em;em Kumrovec;0;1;;verb+nary-split;nsubj;obl
Josip Broz nasceu em 7 de maio de 1892 em Kumrovec, em a região croata de Hrvatsko Zagorje, em a Áustria-Hungria.;Josip Broz;nasceu em;7 de maio de 1892 em Kumrovec;1;0;0.0;unknown;;
Em 1937, Stalin assassinou o secretário-geral de a CPY, Milan Gorkić, em Moscou.;Stalin;assassinou;o secretário-geral de a CPY Milan Gorkić;0;1;;verb+obj;nsubj;obj
Em 1937, Stalin assassinou o secretário-geral de a CPY, Milan Gorkić, em Moscou.;Stalin;assassinou;o secretário-geral de a CPY Milan Gorkić em Moscou;0;1;;verb+obj[+obl];nsubj;obj
Em 1937, Stalin assassinou o secretário-geral de a CPY, Milan Gorkić, em Moscou.;Stalin;assassinou em;em Moscou;0;1;;verb+nary-split;nsubj;obl
Em 1937, Stalin assassinou o secretário-geral de a CPY, Milan Gorkić, em Moscou.;Stalin;assassinou;o secretário-geral de a CPY;1;0;0.0;unknown;;
Em 28 de setembro de 1944, a Agência Telegráfica de a União Soviética (TASS) informou que Tito assinou um acordo com a União Soviética que permitia a entrada temporária de tropas soviéticas em o território iugoslavo, o que permitia a o Exército Vermelho auxiliar em as operações em as áreas nordeste de o país.;Tito;assinou;um acordo com a União Soviética;1;1;;verb+obj;nsubj;obj
Em 28 de setembro de 1944, a Agência Telegráfica de a União Soviética (TASS) informou que Tito assinou um acordo com a União Soviética que permitia a entrada temporária de tropas soviéticas em o território iugoslavo, o que permitia a o Exército Vermelho auxiliar em as operações em as áreas nordeste de o país.;a Agência Telegráfica de a União Soviética;informou;que Tito assinou um acordo;0;1;;verb+ccomp;nsubj;ccomp
